Name,Template
addToFavorites,"{""Val"": ""test"", ""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""renderer"": ""test"", ""EndTime"": 1, ""singlePage"": {}, ""SvrType"": 1, ""enableFullScreen"": true, ""BucketSrc"": 1, ""skyline"": {}, ""navigationBarFit"": ""test"", ""sdkVersionBegin"": ""test"", ""title"": ""test"", ""sdkVersionEnd"": ""test"", ""homeButton"": true, ""path"": ""test"", ""androidVersionEnd"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""imageUrl"": ""test"", ""navigationBarTitleText"": ""test"", ""ExptId"": 1, ""backgroundColor"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""cardSubType"": 1, ""androidVersionBegin"": ""test"", ""StartTime"": 1, ""enablePullDownRefresh"": true, ""backgroundTextStyle"": ""test"", ""disableABTest"": true, ""visualEffectInBackground"": ""test"", ""handleWebviewPreload"": ""test"", ""GroupId"": 1, ""navigationBarRightButton"": {}, ""hide"": true, ""pageOrientation"": ""test"", ""navigationBarBackgroundAlpha"": 1.0, ""ExptCheckSum"": ""test"", ""backgroundColorContent"": ""test"", ""ExptType"": 1, ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""disableForward"": true, ""window"": {}, ""page"": {}, ""ExptSequence"": 1, ""Key"": ""test""}"
removeMapArc,"{""mapId"": 1, ""id"": 1}"
editImage,"{""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""renderer"": ""test"", ""singlePage"": {}, ""enableFullScreen"": true, ""skyline"": {}, ""sdkVersionEnd"": ""test"", ""sdkVersionBegin"": ""test"", ""navigationBarFit"": ""test"", ""homeButton"": true, ""androidVersionEnd"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""navigationBarTitleText"": ""test"", ""backgroundColor"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""src"": ""test"", ""androidVersionBegin"": ""test"", ""enablePullDownRefresh"": true, ""backgroundTextStyle"": ""test"", ""disableABTest"": true, ""visualEffectInBackground"": ""test"", ""handleWebviewPreload"": ""test"", ""navigationBarRightButton"": {}, ""hide"": true, ""navigationBarBackgroundAlpha"": 1.0, ""pageOrientation"": ""test"", ""backgroundColorContent"": ""test"", ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""page"": {}, ""window"": {}}"
showUpdatableMessageSubscribeButton,"{""shareKey"": ""test""}"
getFuzzyLocation,"{""subKey"": ""test"", ""type"": ""test""}"
openWebViewUseFastLoad,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""hexBackgroundColor"": ""test"", ""backMode"": 1, ""previewMode"": 1, ""openType"": 1, ""ExptId"": 1, ""heightPercent"": 1.0, ""reuseWebView"": true, ""immersiveUIStyle"": true, ""StartTime"": 1, ""url"": ""test"", ""GroupId"": 1, ""pageOrientation"": ""test"", ""ExptCheckSum"": ""test"", ""alwaysDarkMode"": 1, ""showRefreshIcon"": true, ""halfScreen"": 1, ""showTitle"": true, ""extData"": ""test"", ""showMenu"": true, ""ExptType"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
setMapIndoorMaskColor,"{""mapId"": 1, ""maskColor"": ""test""}"
requestPersonalPay,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""out_prepay_id"": ""test"", ""BucketSrc"": 1, ""StartTime"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
getImageInfo,"{""src"": ""test""}"
stat,{}
getStorage,"{""key"": ""test"", ""storageId"": 1}"
setNavigationBarRightButton,"{""hide"": true, ""iconPath"": ""test""}"
openADCanvas,{}
choosePoi,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
openChannelsUserProfile,{}
showSystemSheetMenu,"{""sessionBuffer"": ""test""}"
operateDownloadTask,"{""downloadTaskId"": ""test"", ""operationType"": ""test""}"
authorize,{}
predownloadMiniProgramPackage,"{""path"": ""test"", ""appId"": ""test"", ""moduleName"": ""test"", ""username"": ""test"", ""scene"": 1}"
previewImage,"{""Val"": ""test"", ""EndTime"": 1, ""showmenu"": true, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""current"": ""test"", ""urls"": [], ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
jumpRedPacketEnvelopeList,"{""Val"": ""test"", ""packetId"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
hideSplashScreen,{}
fs_appendFile,{}
openWeAppHistoryList,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""getUsageReason"": 1, ""GroupId"": 1, ""scene"": 1, ""sceneNote"": ""test"", ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
setDeviceOrientation,"{""value"": ""test""}"
getWeAppProfileInfo,"{""username"": ""test""}"
getConnectedBluetoothDevices,"{""Val"": ""test"", ""useOldImpl"": true, ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""services"": [], ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
loadLibFiles,"{""paths"": []}"
openChannelsTopic,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
getGameLivePermission,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
enterGameLiveRoom,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
removeMapMarkers,"{""mapId"": 1, ""markers"": ""test""}"
getWeAppNewTipsInfo,"{""pathKey"": ""test""}"
setNavigateBackInterception,"{""interception"": true, ""scopes"": [], ""type"": 1}"
playVoice,"{""filePath"": ""test"", ""localId"": ""test""}"
chooseContact,{}
vibrateShort,"{""style"": ""test""}"
openChannelsUserProfile,{}
getSetting,{}
getInstallState,"{""packageNameArray"": [], ""packageName"": ""test""}"
navigateBackH5,"{""extraData"": ""test""}"
bindPaymentCard,{}
showMultiPickerView,"{""current"": [], ""headerText"": ""test"", ""array"": []}"
requestMerchantTransfer,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
getBLEDeviceRSSI,"{""deviceId"": ""test""}"
NFCGetSak,{}
stopBLEPeripheralAdvertising,{}
preloadMiniProgramEnv,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptSequence"": 1, ""type"": ""test"", ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
cryptoOpen,"{""privateKey"": ""test"", ""keyAlias"": ""test"", ""signature"": ""test"", ""tagLength"": 1, ""id"": 1, ""publicKey"": ""test"", ""type"": ""test"", ""iv"": ""test"", ""key"": ""test"", ""algorithm"": ""test""}"
triggerBackgroundFetch,{}
startBluetoothDevicesDiscovery,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""powerLevel"": ""test"", ""services"": ""test"", ""refreshCache"": true, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""allowDuplicatesKey"": true, ""interval"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""scanWorkaround"": true}"
phoneBindCardEntry,"{""Val"": ""test"", ""package"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""signtype"": ""test"", ""noncestr"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""paysign"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""timestamp"": ""test""}"
quickSendRedPacket,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""sessionId"": ""test"", ""materialId"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
reportKeyValue,"{""Val"": ""test"", ""dataArray"": [], ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""version"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""value"": ""test"", ""Key"": ""test"", ""key"": 1}"
addPhoneContact,"{""lastName"": ""test"", ""mobilePhoneNumber"": ""test"", ""homePhoneNumber"": ""test"", ""nickName"": ""test"", ""hostNumber"": ""test"", ""remark"": ""test"", ""homeFaxNumber"": ""test"", ""title"": ""test"", ""url"": ""test"", ""photoFilePath"": ""test"", ""firstName"": ""test"", ""workPhoneNumber"": ""test"", ""organization"": ""test"", ""weChatNumber"": ""test"", ""middleName"": ""test"", ""email"": ""test"", ""workFaxNumber"": ""test""}"
setMapIndoorFloor,"{""mapId"": 1, ""floorName"": ""test"", ""buildingId"": ""test""}"
setScreenBrightness,{}
showTabBar,"{""animation"": true}"
shareAppMessageForFakeNative,"{""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""videoMD5"": ""test"", ""singlePage"": {}, ""defaultHintUrl"": ""test"", ""sdkVersionBegin"": ""test"", ""sdkVersionEnd"": ""test"", ""type"": ""test"", ""homeButton"": true, ""liteAppPath"": ""test"", ""mode"": ""test"", ""path"": ""test"", ""chatroomUsername"": ""test"", ""playDesc"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""liteAppId"": ""test"", ""androidVersionBegin"": ""test"", ""appBrandPriority"": 1, ""bizSourceName"": ""test"", ""visualEffectInBackground"": ""test"", ""thumbDataHash"": ""test"", ""videoPath"": ""test"", ""navigationBarRightButton"": {}, ""pageOrientation"": ""test"", ""navigationBarBackgroundAlpha"": 1.0, ""useDefaultSnapshot"": true, ""backgroundColorContent"": ""test"", ""webViewUrl"": ""test"", ""disableForward"": true, ""page"": {}, ""desc"": ""test"", ""bizSourceIconUrl"": ""test"", ""liteAppQuery"": ""test"", ""renderer"": ""test"", ""videoThumbPath"": ""test"", ""bizType"": 1, ""signature"": ""test"", ""openId"": ""test"", ""enableFullScreen"": true, ""link"": ""test"", ""liteAppBizData"": ""test"", ""skyline"": {}, ""title"": ""test"", ""navigationBarFit"": ""test"", ""androidVersionEnd"": ""test"", ""liteAppPriority"": 1, ""cacheKey"": ""test"", ""navigationBarTitleText"": ""test"", ""imageUrl"": ""test"", ""tailLang"": ""test"", ""messageExtraData"": ""test"", ""hasRelievedBuyPlugin"": true, ""backgroundColor"": ""test"", ""videoButtonText"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""cardSubType"": 1, ""sdk_isFromMenu"": true, ""enablePullDownRefresh"": true, ""backgroundTextStyle"": ""test"", ""disableABTest"": true, ""handleWebviewPreload"": ""test"", ""hide"": true, ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""window"": {}, ""to"": ""test"", ""webpageUrl"": ""test""}"
writeFile,{}
openChannelsTopic,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
profile,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""tabType"": ""test"", ""GroupId"": 1, ""scene"": 1, ""ExptCheckSum"": ""test"", ""profileReportInfo"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""username"": ""test""}"
getWCCoinBalance,{}
enableDeviceMotionChangeListening,"{""enable"": true, ""interval"": 1}"
vibrateShort,"{""style"": ""test""}"
batchGetStorage,"{""keyList"": [], ""storageId"": 1}"
chooseLocation,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""latitude"": ""test"", ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""longitude"": ""test""}"
webTransfer,"{""method"": 1, ""is_security_check"": true, ""cgiCmdId"": 1, ""scope"": ""test"", ""reqBody"": ""test"", ""header"": {}, ""needVerifySignature"": true, ""reqUrl"": ""test""}"
checkNetworkAPIURL,"{""api"": ""test"", ""url"": ""test""}"
createWebViewForFastLoad,"{""itemShowTypes"": [], ""scene"": 1}"
getWifiList,"{""timeout"": 1}"
authorize,{}
fs_rename,{}
resumeDownloadTask,"{""downloadId"": 1, ""downloadInWifi"": true}"
setBackgroundAudioState,"{""src"": ""test""}"
addMapLines,"{""borderColor"": ""test"", ""enableGradient"": true, ""color"": ""test"", ""latitude"": ""test"", ""dottedLine"": true, ""arrowLine"": true, ""segmentTexts"": ""test"", ""points"": ""test"", ""startIndex"": 1, ""endIndex"": 1, ""floorName"": ""test"", ""id"": ""test"", ""lines"": ""test"", ""strokeColor"": ""test"", ""longitude"": ""test"", ""level"": ""test"", ""clear"": true, ""textColor"": ""test"", ""buildingId"": ""test"", ""colorList"": ""test"", ""revisedArrowIconPath"": ""test"", ""name"": ""test"", ""fontSize"": 1, ""style"": 1, ""mapId"": 1, ""arrowIconPath"": ""test""}"
hideToast,{}
removeBLEPeripheralService,"{""serviceId"": ""test"", ""serverId"": 1}"
previewMedia,"{""Val"": ""test"", ""EndTime"": 1, ""sources"": [], ""showmenu"": true, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""type"": ""test"", ""url"": ""test"", ""GroupId"": 1, ""current"": ""test"", ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""poster"": ""test"", ""Key"": ""test""}"
openUserProfile,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""scene"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""profileReportInfo"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""username"": ""test""}"
captureHTMLWebviewFullScreenshot,"{""htmlId"": 1}"
openWCCardHomePage,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
queryDownloadTask,"{""appIdArray"": [], ""downloadId"": 1, ""downloadIdArray"": []}"
handleMPChannelAction,"{""operateType"": ""test""}"
setBackgroundTextStyle,"{""textStyle"": ""test""}"
loadPaySpeechDialectConfig,{}
setStatusBarStyle,"{""color"": ""test""}"
extTransfer,"{""method"": 1, ""is_security_check"": true, ""cgiCmdId"": 1, ""scope"": ""test"", ""reqBody"": ""test"", ""header"": {}, ""reqUrl"": ""test"", ""needVerifySignature"": true}"
chooseInvoice,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""cardSign"": ""test"", ""nonceStr"": ""test"", ""GroupId"": 1, ""timeStamp"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""signType"": ""test"", ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
shareTimeline,"{""Val"": ""test"", ""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""renderer"": ""test"", ""EndTime"": 1, ""singlePage"": {}, ""enableFullScreen"": true, ""SvrType"": 1, ""BucketSrc"": 1, ""skyline"": {}, ""sdkVersionEnd"": ""test"", ""navigationBarFit"": ""test"", ""sdkVersionBegin"": ""test"", ""title"": ""test"", ""homeButton"": true, ""path"": ""test"", ""androidVersionEnd"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""navigationBarTitleText"": ""test"", ""imageUrl"": ""test"", ""messageExtraData"": ""test"", ""ExptId"": 1, ""backgroundColor"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""androidVersionBegin"": ""test"", ""cardSubType"": 1, ""StartTime"": 1, ""enablePullDownRefresh"": true, ""backgroundTextStyle"": ""test"", ""disableABTest"": true, ""visualEffectInBackground"": ""test"", ""GroupId"": 1, ""handleWebviewPreload"": ""test"", ""navigationBarRightButton"": {}, ""hide"": true, ""navigationBarBackgroundAlpha"": 1.0, ""pageOrientation"": ""test"", ""ExptCheckSum"": ""test"", ""backgroundColorContent"": ""test"", ""ExptType"": 1, ""preloadResources"": ""test"", ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""page"": {}, ""window"": {}, ""ExptSequence"": 1, ""Key"": ""test""}"
setAlreadyAcceptPrivacyScopeList,"{""scopeList"": [], ""pipelineScopeMap"": {}, ""jsapiScopeMap"": {}}"
openWCPayOverseaPaymentReceive,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
showActionSheet,"{""itemList"": ""test""}"
operateSmStorage,{}
hideKeyboard,{}
operateRecorder,{}
getClipboardData,{}
getLastLocationCache,{}
getFileInfo,"{""filePath"": ""test"", ""digestAlgorithm"": ""test""}"
openUrl,"{""pageOrientation"": ""test"", ""url"": ""test""}"
minimizeGameLive,{}
getSystemInfoAsync,{}
shareSpecificWxapp,"{""username"": ""test""}"
createBLEConnection,"{""Val"": ""test"", ""mainThread"": true, ""debug"": true, ""connectionPriority"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""discoverDelay"": 1, ""transport"": ""test"", ""doDiscover"": true, ""deviceId"": ""test"", ""GroupId"": 1, ""autoConnect"": true, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
pageNotFoundCallback,"{""webviewId"": 1, ""hasHandler"": true}"
chooseWeChatContact,"{""contactMode"": []}"
checkIsSoterEnrolledInDevice,"{""checkAuthMode"": ""test""}"
setStorage,"{""data"": ""test"", ""dataType"": ""test"", ""key"": ""test"", ""storageId"": 1}"
shareFinderProduct,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
setBackgroundFetchToken,"{""token"": ""test""}"
saveWaid,{}
saveSplashScreenshot,{}
canvasGetImageData,"{""independent"": true, ""x"": 1, ""width"": 1, ""y"": 1, ""height"": 1}"
checkIsSupportFacialRecognition,{}
cancelDownloadTaskForNative,"{""downloadIdArray"": []}"
openWCPayLQTDepositPlanAdd,"{""Val"": ""test"", ""package"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""nonceStr"": ""test"", ""GroupId"": 1, ""timeStamp"": ""test"", ""routeURL"": ""test"", ""ExptCheckSum"": ""test"", ""paySign"": ""test"", ""ExptType"": 1, ""signType"": ""test"", ""pay_channel"": ""test"", ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
NFCGetHistoricalBytes,{}
getWCPayOverseaPrepayRequest,"{""Val"": ""test"", ""key_appbrand_from_path"": ""test"", ""pay_scene"": 1, ""result_jump_mode"": ""test"", ""EndTime"": 1, ""key_appbrand_from_scene"": ""test"", ""SvrType"": 1, ""BucketSrc"": 1, ""key_appbrand_from_username"": ""test"", ""src_username"": ""test"", ""key_joint_pay"": true, ""scene"": 1, ""paySign"": ""test"", ""key_qrcode_session_type"": 1, ""key_qrcode_timeline_objid"": ""test"", ""appId"": ""test"", ""signType"": ""test"", ""key_qrcode_session_name"": ""test"", ""ExptId"": 1, ""pay_for_wallet_type"": 1, ""package"": ""test"", ""cookie"": ""test"", ""key_chat_type"": 1, ""StartTime"": 1, ""ext_info"": ""test"", ""reqKey"": ""test"", ""url"": ""test"", ""nonceStr"": ""test"", ""GroupId"": 1, ""token"": ""test"", ""timeStamp"": ""test"", ""businessScene"": 1, ""pay_code_scene"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""pay_channel"": 1, ""key_send_type"": 1, ""partnerId"": ""test"", ""ExptSequence"": 1, ""payScene"": 1, ""Key"": ""test""}"
readdir,{}
returnCopyUrl,"{""shortLinkEnable"": true, ""url"": ""test""}"
openChannelsPostPage,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
writeCommData,"{""data"": ""test"", ""packageName"": ""test""}"
checkHandoffEnabled,"{""showToast"": true}"
cryptoGenerateKey,"{""keySize"": 1, ""blockModes"": [], ""algorithm"": ""test""}"
sendRedCoverAppMsg,"{""receiveuri"": ""test""}"
insertXWebMap,"{""viewId"": 1}"
cryptoRemoveKey,"{""keyAlias"": ""test""}"
setAudioState,"{""volume"": 1.0, ""playbackRate"": 1.0, ""src"": ""test"", ""loop"": true, ""audioId"": ""test"", ""startTime"": 1, ""autoplay"": true, ""timestamp"": 1}"
insertMagicBrushFrame,"{""biz"": 1, ""envVersion"": ""test"", ""extraData"": ""test"", ""frameId"": 1, ""appId"": ""test"", ""width"": 1, ""fsPath"": ""test"", ""position"": {}, ""appPath"": ""test"", ""height"": 1}"
removeXWebWebGLCanvas,"{""canvasId"": 1}"
addVideoToFavorites,"{""videoPath"": ""test"", ""thumbPath"": ""test""}"
hasJoinVoIPChat,"{""roomType"": 1}"
openChannelsActivity,{}
checkIsSupportSoterAuthentication,{}
showAddressPickerView,"{""mode"": ""test"", ""current"": []}"
rewriteRoute,"{""webviewId"": 1, ""url"": ""test""}"
startPullDownRefresh,{}
writeNdefMessage,{}
NFCTransceive,{}
getFinderAccount,{}
loadVideoResource,"{""resources"": []}"
removeMapCustomLayer,"{""layerId"": ""test"", ""mapId"": 1}"
startWifi,{}
searchContacts,"{""phoneNumber"": ""test""}"
startCustomFacialRecognitionVerifyAndUploadVideo,"{""checkAliveType"": 1, ""requestVerifyPreInfo"": ""test""}"
getAudioState,"{""audioId"": ""test""}"
NFCSetTimeout,{}
operateWXData,{}
scanCode,"{""Val"": ""test"", ""onlyFromCamera"": true, ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""scanType"": [], ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
insertNativeView,"{""viewId"": 1}"
faceProcessStop,{}
moveToMapLocation,"{""latitude"": ""test"", ""mapId"": 1, ""longitude"": ""test""}"
showNavigationBar,{}
openAddressEditor,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
getSavedFileList,{}
resumeDownloadTaskForNative,"{""useDownloaderWidget"": true, ""downloadId"": 1, ""downloadInWifi"": true}"
addNativeDownloadTask,"{""Val"": ""test"", ""app_version"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""taskSize"": ""test"", ""fileMD5"": ""test"", ""title"": ""test"", ""GroupId"": 1, ""permission_url"": ""test"", ""privacy_agreement_url"": ""test"", ""ExptCheckSum"": ""test"", ""taskUrl"": ""test"", ""ExptType"": 1, ""developer"": ""test"", ""taskName"": ""test"", ""app_desc"": ""test"", ""ExptId"": 1, ""thumbUrl"": ""test"", ""ExptSequence"": 1, ""Key"": ""test""}"
getBluetoothAdapterState,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
choosePhoneNumberAreaCode,{}
